,SMILES,ID,is_active,mw,logP,charge
47,CCN(CC)C(=O)C(NC(C)=O)[C@H]1CC(C(O)=O)C[C@@H]1N=C(N)N,89881,1,341.4120000000001,-0.8876999999999968,0
48,CC[C@@H](CC1CCCCC1)O[C@@H]2C=C(C(O)=O)C[C@H](N)[C@H]2NC(C)=O,130635,1,352.4750000000001,2.3673,0
49,CCCN(CCCc1ccccc1)C(=O)[C@@H]2OC(C(O)=O)=C[C@H](N)[C@H]2NC(C)=O,276335,1,403.47900000000016,1.0571000000000006,0
50,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1OC2CCCC2,82165,1,282.34000000000003,0.5609000000000004,0
51,C/C=C\[C@@H]1C[C@H](C(O)=O)N[C@H]1[C@@H](NC(C)=O)[C@@H]2CC=CCO2,424099,1,308.37800000000004,0.8436000000000008,0
52,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1N2C3CCCC2CC3,28862,1,307.3940000000001,0.6186000000000007,0
53,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1N2CCCC2,28857,1,267.329,-0.3024999999999993,0
54,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1N2CCOCC2,28877,1,283.32800000000003,-1.0660999999999978,0
55,CCCC2CCN([C@@H]1C=C(C(O)=O)C[C@H](N)[C@H]1NC(C)=O)CC2,28864,1,323.4370000000001,1.113800000000001,0
56,CC(=O)NC([C@H]1CC(C(O)=O)C[C@@H]1N=C(N)N)C(=O)N2CCOCC2,88880,1,355.39500000000015,-1.8972999999999953,0
57,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1N2CCCCCCCC2,28673,1,323.4370000000002,1.2579,0
58,CC(C)C[C@H](NC(C)=O)[C@@H]1N[C@@H](C(O)=O)C[C@H]1c2cc[nH]n2,322776,1,308.382,0.8592000000000004,0
59,CC(=O)N[C@@H]1[C@@H](N)C=C(C(O)=O)O[C@H]1C(=O)N(CCc2ccccc2)C3CC3,277082,1,387.43600000000015,0.4194000000000022,0
60,CCC(CC)Nc1cc(C(O)=O)ccc1N2C(=O)CCC2(CO)CO,121545,1,350.4150000000002,1.8355000000000001,0
61,CCCCC(NC(C)=O)[C@@H]1CC(C(O)=O)C[C@H]1N=C(N)N,192931,1,298.38700000000006,0.4341000000000024,0
62,CCCN(CCc1ccccc1)C(=O)[C@@H]2OC(C(O)=O)=C[C@H](N)[C@H]2NC(=O)C3CC3,265739,1,415.4900000000002,1.0571000000000008,0
63,CC2CCN([C@@H]1C=C(C(O)=O)C[C@H](N)[C@H]1NC(C)=O)CC2,28832,1,295.3830000000001,0.33360000000000145,0
64,CC1CCN(C)N1C(=O)[C@@H]2OC(C(O)=O)=C[C@H](N)[C@H]2NC(C)=O,643043,1,326.35300000000007,-1.3466999999999958,0
65,CCC2CCN([C@@H]1C=C(C(O)=O)C[C@H](N)[C@H]1NC(C)=O)CC2,28831,1,309.41000000000014,0.7237000000000012,0
66,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1OC2CCCCC2,81658,1,296.3670000000001,0.9510000000000003,0
67,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1OCCCc3ccc(c2ccccc2)cc3,129814,1,408.49800000000005,2.9181000000000017,0
68,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1N2CCC2,28724,1,253.30199999999996,-0.692599999999999,0
69,CN(CCc1ccccc1)[C@@H]2C=C(C(O)=O)C[C@H](N)[C@H]2NC(C)=O,185866,1,331.41600000000005,0.7762000000000007,0
70,CC1CCC(C)N1C(=O)[C@H]2OC(C(O)=O)=C[C@H](N)[C@H]2NC(C)=O,277315,1,325.36500000000007,-0.41489999999999805,0
71,CC(=O)NC([C@H]1CC(C(O)=O)C[C@@H]1N=C(N)N)C(=O)N2CCCCC2,88698,1,353.4230000000002,-0.7435999999999976,0
72,CCCC1CCCCN1C(=O)C(NC(C)=O)[C@H]2CC(C(O)=O)C[C@@H]2N=C(N)N,89928,1,395.5040000000002,0.4251000000000038,0
73,CCC1CCCCN1C(=O)C(NC(C)=O)[C@H]2CC(C(O)=O)C[C@@H]2N=C(N)N,88586,1,381.4770000000002,0.03500000000000386,0
74,CN(C1CCCCC1)[C@@H]2C=C(C(O)=O)C[C@H](N)[C@H]2NC(C)=O,185188,1,309.41,0.8662000000000012,0
75,CCCN(CC1CC1)C(=O)C(NC(C)=O)[C@H]2CC(C(O)=O)C[C@@H]2N=C(N)N,89444,1,381.47700000000015,-0.10749999999999582,0
76,CC(=O)NC([C@H]1CC(C(O)=O)C[C@@H]1N=C(N)N)C(=O)N2CCSCC2,88954,1,371.46300000000014,-1.180699999999997,0
77,CC(CCc1ccccc1)NC(=O)C(NC(C)=O)[C@H]2CC(C(O)=O)C[C@@H]2N=C(N)N,89009,1,417.5100000000002,0.3814000000000026,0
78,CC1CCCCN1C(=O)C(NC(C)=O)[C@H]2CC(C(O)=O)C[C@@H]2N=C(N)N,88625,1,367.45000000000016,-0.3550999999999966,0
79,CC(C)C[C@H](NC(C)=O)[C@@H]1N[C@@H](C(O)=O)C[C@H]1c2ccon2,323094,1,309.36600000000004,1.1240999999999999,0
80,CC(C)C[C@H](NC(C)=O)[C@@H]1N[C@@H](C(O)=O)C[C@H]1c2ccno2,323095,1,309.36600000000004,1.1241000000000003,0
81,CCC2(CC)CN([C@@H]1C=C(C(O)=O)C[C@H](N)[C@H]1NC(C)=O)C2,28701,1,309.4100000000001,0.7237000000000013,0
82,CCCN(CCc2ccc(Cc1ccccc1)cc2)C(=O)[C@@H]3OC(C(O)=O)=C[C@H](N)[C@H]3NC(C)=O,276776,1,479.5770000000002,2.2578000000000005,0
83,CCC1CCC(CC)N1C(=O)[C@@H]2OC(C(O)=O)=C[C@H](N)[C@H]2NC(C)=O,277314,1,353.4190000000001,0.3653000000000023,0
84,CC1CCCN1C(=O)[C@@H]2OC(C(O)=O)=C[C@H](N)[C@H]2NC(C)=O,276792,1,311.338,-0.8033999999999983,0
85,CC(C)C[C@H](NC(C)=O)[C@@H]1N[C@@H](C(O)=O)C[C@H]1c2nccs2,323219,1,325.434,1.5926,0
86,CCCCc2nnc([C@@H]1OC(C(O)=O)=C[C@H](N)[C@H]1NC(C)=O)n2CCC,115150,1,365.43400000000014,0.9025000000000007,0
87,CC(C)C[C@H](NC(C)=O)[C@@H]1N[C@@H](C(O)=O)C[C@H]1c2cscn2,323218,1,325.434,1.5925999999999998,0
88,CC(C)C[C@H](NC(C)=O)[C@@H]1N[C@@H](C(O)=O)C[C@H]1c2ncc[nH]2,322989,1,308.382,0.8592000000000004,0
89,COC(=O)[C@@H]1C[C@H](C(O)=O)O[C@H]1[C@H](CC(C)C)NC(C)=O,304734,1,301.339,0.5685,0
90,CC(=O)NC([C@H]1CC(C(O)=O)C[C@@H]1N=C(N)N)C(=O)N2CCCC2,88601,1,339.39600000000013,-1.1336999999999975,0
91,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1Oc2ccccc2,81480,1,290.319,0.6807000000000005,0
92,CC(C)C[C@H](NC(C)=O)[C@@H]1O[C@@H](C(O)=O)C[C@H]1c2c[nH]cn2,304736,1,309.366,1.2861999999999996,0
93,CC(C)C[C@H](NC(C)=O)[C@@H]1N[C@@H](C(O)=O)C[C@H]1c2c[nH]cn2,322879,1,308.382,0.8592000000000004,0
94,CC(=O)N[C@@H]1[C@@H](N)CC(C(O)=O)=C[C@H]1OCc2ccccc2,130592,1,304.346,0.8185000000000007,0
95,CCN(Cc1ccccc1)C(=O)C(NC(C)=O)[C@H]2CC(C(O)=O)C[C@@H]2N=C(N)N,89409,1,403.4830000000002,0.29260000000000264,0
96,CC(=O)NC([C@H]1CC(C(O)=O)C[C@@H]1N=C(N)N)C(=O)N2CCC2,89318,1,325.3690000000001,-1.523799999999997,0
97,CC(=O)NC([C@H]1CC(C(O)=O)C[C@@H]1N=C(N)N)C(=O)N2CCCCCC2,88428,1,367.4500000000002,-0.3534999999999977,0
0,C[C@@H](O)[C@@H](NC(=O)c1cnc2ccccc2n1)C(=O)O,C01615674,0,275.264,0.1935999999999995,0
1,O=C(O)CCCNC(=O)N[C@H]1CCS(=O)(=O)C1,C05612944,0,264.30300000000005,-0.6624999999999988,0
2,Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1S(=O)(=O)O,C04522678,0,263.18699999999995,0.3318999999999999,0
3,O=C(O)CNS(=O)(=O)c1ccc2c(c1)CC(=O)N2,C11888718,0,270.26599999999996,-0.45590000000000036,0
4,CN(C)C(=O)CNC(=O)NC1(C(=O)O)CCCCC1,C19261934,0,271.317,0.16130000000000067,0
5,NC(=O)C[C@@H](NC(=O)c1cc(F)ccc1F)C(=O)O,C19427051,0,272.20699999999994,0.02319999999999961,0
6,NC(=O)C[C@H](NC(=O)c1cc(F)ccc1F)C(=O)O,C19427053,0,272.20699999999994,0.02319999999999961,0
7,C[C@@H](O)[C@@H](NC(=O)c1cc([N+](=O)[O-])cn1C)C(=O)O,C20214058,0,271.229,-0.5029000000000003,0
8,C[C@H](O)[C@H](NC(=O)c1cc([N+](=O)[O-])cn1C)C(=O)O,C20214069,0,271.229,-0.5029000000000003,0
9,O=C1N[C@H](C(=O)NC2(C(=O)O)CCCCC2)CS1,C20259713,0,272.3259999999999,0.7150999999999998,0
10,O=C1N[C@@H](C(=O)NC2(C(=O)O)CCCCC2)CS1,C20259714,0,272.3259999999999,0.7150999999999998,0
11,O=c1[nH]c(C[P@@](=O)(O)CO)nc2ccc(F)cc12,C20745385,0,272.172,0.7823999999999998,0
12,Cc1cccc(S(=O)(=O)N[C@H](C(=O)O)[C@H](C)O)c1,C21954410,0,273.31,0.10731999999999986,0
13,O=C(Cc1noc2ccccc12)N[C@@H](CO)C(=O)O,C22164833,0,264.23699999999997,-0.06800000000000023,0
14,Cn1c(=O)[nH]c(=O)c2[nH]c(CSCC(=O)O)nc21,C32221280,0,270.27,-0.7322999999999997,0
15,O=C(c1cc(O)[nH]c(=O)c1)N1CCN(CCO)CC1,C35609673,0,267.28499999999997,-1.1694000000000002,0
16,O=C(N[C@@H](CO)C(=O)O)c1cc([N+](=O)[O-])ccc1F,C37373449,0,272.188,-0.09080000000000027,0
17,C[C@@H](O)[C@@H](NC(=O)c1ccc(N(C)C)nc1)C(=O)O,C37431929,0,267.28499999999997,-0.28860000000000025,0
18,Cc1csc(=O)n1CC(=O)N[C@H](C(=O)O)[C@@H](C)O,C37432178,0,274.298,-0.8315799999999993,0
19,CC1(C)NC(=O)N(CC(=O)N[C@@](C)(C(=O)O)C2CC2)C1=O,C37456391,0,297.3110000000001,-0.3136999999999994,0
20,O=C1CCC(C(=O)NC2CCC(C(=O)O)CC2)=NN1,C37561484,0,267.2849999999999,0.011999999999999844,0
21,O=C(O)c1c[nH]nc1S(=O)(=O)Nc1ncccn1,C37731776,0,269.242,-0.30130000000000057,0
22,O=C(NC1(C(=O)O)CCCCC1)c1ncccc1O,C37760215,0,264.28099999999995,1.3044999999999993,0
23,O=C(N[C@@H]1Nn2cnnc2S1)c1ccc(O)nn1,C39617576,0,265.25800000000004,-0.8635000000000006,0
24,O=C(O)[C@@H]1NN(c2nc(=O)cn[nH]2)[C@H]2CCCC[C@H]12,C39783559,0,265.27299999999997,-0.4985000000000006,0
25,CCc1cccc(C)c1NC(=O)N[C@@H](CO)C(=O)O,C40533176,0,266.29699999999997,1.1244199999999998,0
26,C[C@@H](NC(=O)N[C@@H](C(=O)O)[C@@H](C)O)c1cccs1,C40576628,0,272.326,0.9422999999999999,0
27,C[C@](NC(=O)NC[C@H]1COCCO1)(C(=O)O)C1CC1,C40605000,0,272.30100000000004,-0.04569999999999963,0
28,C[C@@H](O)[C@H](NC(=O)Nc1cccc(F)c1F)C(=O)O,C40605148,0,274.223,0.9202999999999999,0
29,C[C@H]1CCC[C@](NC(=O)CN2C(=O)CNC2=O)(C(=O)O)C1,C41034549,0,297.31100000000004,-0.31209999999999916,0
30,C[C@]1(C(=O)NCC(=O)O)Oc2ccccc2NC1=O,C41545265,0,264.237,-0.02300000000000052,0
31,COC/C(O)=N/S(=O)(=O)c1cc(C(N)=O)n(C)c1,C42345931,0,275.286,-0.5843999999999991,0
32,C[C@@H](CN(C)C(=O)Cc1cc(=O)[nH]c(=O)[nH]1)C(=O)O,C42696884,0,269.257,-1.2151999999999978,0
33,O=C(O)CNC(=O)CNC(=O)N1CCO[C@H]2CCC[C@H]21,C43428508,0,285.3,-0.8498999999999994,0
34,Cc1n[nH]c(C)c1C(=O)N[C@@]1(C(=O)O)CCSC1,C43511007,0,269.32599999999996,0.7166399999999999,0
35,O=C(O)[C@@H]1C[C@H](O)CN1C(=O)[C@@H]1NCCc2ccccc21,C43595733,0,290.319,-0.08019999999999938,0
36,O=C1COc2ccc(C(=O)NCc3nnn[nH]3)cc2N1,C44927538,0,274.24,-0.5394000000000003,0
37,Cc1n[nH]c(C)c1S(=O)(=O)N[C@@H](C)c1nnn[nH]1,C44930369,0,271.306,-0.4208600000000002,0
38,O=C(NC1CCC(O)CC1)/C(O)=N/c1nncs1,C48719222,0,270.31399999999996,0.5457999999999987,0
39,O=C(CNC(=O)/C(O)=N/c1nncs1)NC1CC1,C48720348,0,269.28600000000006,-0.47909999999999964,0
40,CCNC(=O)NC(=O)[C@H](C)n1nnc(C(=O)O)c1C,C50215335,0,269.26099999999997,-0.3085800000000001,0
41,O=C(CNC(=O)C1(C(=O)O)CCC1)N1CCNCC1,C50291476,0,269.301,-1.2106999999999977,0
42,C[C@@H](NC(=O)NC(=O)/C=C/C(=O)O)c1nncn1C,C50420841,0,267.245,-0.6572999999999998,0
43,Nc1nc(C(=O)NC2(C(=O)O)CCCCC2)cs1,C55188255,0,269.3259999999999,1.2425999999999997,0
44,O=C1CNC(/N=C(\O)c2ccc3c(c2)NC(=O)CO3)=N1,C56214104,0,274.236,-0.19210000000000033,0
45,O=C(Cn1cc(C(=O)O)nn1)NNc1ccccn1,C50213267,0,262.229,-0.48540000000000005,0
46,CC[C@@]1(C)NC(=O)N(C/C(O)=N/c2ncn[nH]2)C1=O,C61844677,0,266.261,0.11319999999999975,0
47,O=C(O)CCCC(=O)NC(=O)N1CCNC(=O)CC1,C62101727,0,271.273,-0.7005999999999988,0
48,Cc1ccc2c(c1)S(=O)(=O)N=C(NCC(=O)O)N2,C62324716,0,269.282,0.13941999999999943,0
49,C[C@@H](C(=O)O)n1c(CO)cc(=O)c(O)c1CN(C)C,C62383463,0,270.285,-0.24659999999999993,0
50,O=C(O)CNS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,C04716685,0,284.29299999999995,-0.06580000000000047,0
51,Cc1cc(C(=O)N[C@H](C(=O)O)[C@H](C)O)c2ccccc2n1,C19423897,0,288.30300000000005,1.10702,0
52,O=C(O)/C=C/C(=O)NC(=O)N[C@H]1CCS(=O)(=O)C1,C20218141,0,276.27000000000004,-1.3598999999999992,0
53,O=C(NCCNC(=O)c1ccco1)c1ccc(O)nn1,C23041549,0,276.252,-0.06500000000000028,0
54,NS(=O)(=O)c1nnc(NN2C(=O)c3cccnc3C2=O)s1,C27739774,0,326.3190000000001,-0.7963999999999996,0
55,C[C@@]1(C(=O)O)N[C@H](c2ccc(C#N)cc2)[C@H]2C(O)=NC(=O)[C@@H]21,C33474721,0,299.28600000000006,0.7749799999999998,0
56,NC(=O)CN1O[C@@H]2C(O)=NC(=O)[C@H]2[C@H]1c1ccc(F)cc1,C33633872,0,293.254,0.0808000000000011,0
57,Cc1ccc(C)c([C@H]2N[C@](C)(C(=O)O)[C@@H]3C(O)=NC(=O)[C@@H]23)c1,C34772311,0,302.33000000000004,1.5201399999999998,0
58,Cc1c(C(=O)O)sc2c1c(=O)n(CC(N)=O)c(=O)n2C,C34779048,0,297.292,-0.7463799999999996,0
59,Cc1n[nH]c(C)c1C(=O)NC1(C(=O)O)CCCCCC1,C36167276,0,279.34,1.9339399999999993,0
60,Cc1cc2c(N[C@H](CO)C(=O)O)nc(Cl)nc2s1,C36277628,0,287.728,1.5105199999999999,0
61,Cc1n[nH]c(C)c1NS(=O)(=O)c1cnn(CC(=O)O)c1,C36736444,0,299.312,0.10843999999999959,0
62,NC(=O)C[C@@H](NC(=O)c1cc2cc(F)ccc2s1)C(=O)O,C37411597,0,310.30600000000004,1.0988,0
63,CNC(=O)c1cc(S(=O)(=O)N[C@@H](C)C(=O)O)cn1C,C37418971,0,289.313,-0.863899999999999,0
64,C[C@H](O)[C@@H](NC(=O)c1cn(C)c2ccccc12)C(=O)O,C37432160,0,276.292,0.7420999999999995,0
65,O=C(O)Cc1csc(NC(=O)CN2C(=O)CNC2=O)n1,C37433678,0,298.28000000000003,-0.7395000000000003,0
66,O=C(O)c1c[nH]nc1S(=O)(=O)N1CCC[C@H](CO)C1,C37732094,0,289.31300000000005,-0.4990999999999999,0
67,O=C(O)c1c[nH]nc1S(=O)(=O)NC[C@@H]1CCS(=O)(=O)C1,C38082999,0,323.35200000000003,-1.1790999999999998,0
68,O=c1[nH]cc(S(=O)(=O)NC2=NC3=CCC=CC3=N2)c(=O)[nH]1,C39162246,0,307.29100000000005,-1.0041000000000004,0
69,C1COCCN1[C@H]2N=C3C(=NC(=NC3=O)[NH-])N2COCCO,C39777119,0,309.3060000000001,-1.3278999999999987,-1
70,Cn1cc(NC(=O)NC2(C(=O)O)CCCCCC2)cn1,C40577096,0,280.3279999999999,1.7191999999999992,0
71,Cc1cc(C)n2c(CNC(=O)c3cc(O)[nH]c(=O)c3)nnc2n1,C40819054,0,314.30500000000006,0.06503999999999971,0
72,Cc1n[nH]c(C)c1C(=O)N[C@@]1(C(=O)O)CCC[C@@H](C)C1,C41034631,0,279.34,1.7898399999999994,0
73,C[C@@H](O)[C@H](NC(=O)c1ccc([N+](=O)[O-])cc1F)C(=O)O,C43570362,0,286.215,0.29769999999999985,0
74,Cc1cc([N+](=O)[O-])ccc1C(=O)N[C@H](C(=O)O)[C@H](C)O,C44747643,0,282.252,0.4670199999999998,0
75,C[C@]1(NC(=O)NC2(C(=O)O)CCCC2)CCS(=O)(=O)C1,C44882251,0,304.368,0.26019999999999976,0
76,C[C@@]1(NC(=O)NC(=O)CCC(=O)O)CCS(=O)(=O)C1,C44934073,0,292.31300000000005,-0.7457999999999991,0
77,C[C@H](O)c1ccc(S(=O)(=O)NCc2nnn[nH]2)cc1,C44976875,0,283.313,-0.2685000000000004,0
78,O=S(=O)(NCc1nnn[nH]1)c1cccc(C#CCO)c1,C44977337,0,293.30800000000005,-0.9780000000000002,0
79,O=S(=O)(NCc1nnn[nH]1)c1ccc(C#CCCO)cc1,C44977358,0,307.33500000000004,-0.5879000000000001,0
80,Cc1cc(C(=O)Nc2nnc(NS(C)(=O)=O)s2)[nH]n1,C48818891,0,302.341,0.19341999999999981,0
81,C[C@H](C(=O)O)S(=O)(=O)N1C(=O)c2cccc(N)c2C1=O,C49047949,0,298.27600000000007,-0.33230000000000043,0
82,C[C@H]1CCC[C@](NC(=O)NCCn2cccn2)(C(=O)O)C1,C49080555,0,294.3550000000001,1.2157999999999995,0
83,Cc1ncc(CNC(=O)NC2(C(=O)O)CCCC2)s1,C49539586,0,283.35299999999995,1.6481199999999994,0
84,O=C(N[C@@H](CO)C(=O)O)c1cc(F)c(F)cc1[N+](=O)[O-],C50016130,0,290.178,0.04830000000000001,0
85,O=C(NC1CCC(C(=O)O)CC1)N[C@@H]1CCCNC1=O,C50398374,0,283.32800000000003,0.20760000000000006,0
86,CC(C)(NC(=O)NC[C@@H]1CCS(=O)(=O)C1)C(=O)O,C50603908,0,278.33,-0.4164999999999995,0
87,C[C@H]1CCC[C@@](NC(=O)N[C@@H]2CCCC[C@@H]2O)(C(=O)O)C1,C52012270,0,298.38300000000004,1.6225999999999998,0
